asset_id,maintenance_date,cost_usd,failure_type,downtime_hours
WEL000739,2022-06-06,170268.83,Corrosion,106
WEL002439,2019-09-06,113512.73,Corrosion,10
WEL000314,2023-07-08,90902.66,Electrical Fault,2
WEL001856,2021-07-28,78281.9,Corrosion,23
PIP002152,2018-02-21,56840.37,Corrosion,44
PIP001667,2018-07-25,71379.86,Pump Failure,13
WEL002092,2023-02-24,19212.7,Pump Failure,35
REF002893,2021-11-07,112813.84,Corrosion,30
REF001266,2024-01-29,93501.16,Electrical Fault,2
WEL000231,2019-08-06,137976.55,Valve Leak,116
REF000711,2019-07-21,77171.44,Valve Leak,44
REF002967,2024-01-15,30216.48,Pump Failure,104
WEL000979,2018-04-26,168320.65,Overheating,24
PIP000776,2022-06-02,109265.71,Pump Failure,56
WEL002195,2019-07-21,131995.71,Pump Failure,45
PIP001685,2023-06-21,75453.2,Overheating,1
WEL000417,2018-08-10,166347.05,Electrical Fault,61
REF001841,2022-10-28,107516.07,Overheating,46
WEL002219,2024-06-25,176277.83,Overheating,68
WEL002471,2024-07-22,13028.61,Valve Leak,39
REF001161,2019-06-09,23779.03,Electrical Fault,34
PIP002450,2021-12-18,90949.03,Electrical Fault,60
REF002615,2023-03-09,189614.32,Overheating,38
WEL002055,2022-11-27,78585.24,Valve Leak,16
PIP002062,2023-09-01,171367.51,Valve Leak,18
REF000970,2021-07-28,140123.82,Pump Failure,27
REF001892,2024-05-08,27540.86,Valve Leak,56
WEL000062,2019-08-27,154196.48,Overheating,36
REF002851,2018-12-30,184493.1,Electrical Fault,89
PIP002325,2021-02-26,179410.23,Electrical Fault,80
REF002119,2024-07-20,96013.09,Pump Failure,106
REF001000,2018-02-03,171384.32,Overheating,66
WEL002274,2022-01-12,9689.58,Corrosion,81
PIP002303,2022-03-14,106753.94,Valve Leak,24
REF002570,2023-11-25,85111.45,Electrical Fault,34
REF001393,2019-03-06,20337.41,Corrosion,86
PIP001222,2018-05-04,122130.81,Valve Leak,1
REF001317,2019-09-04,91436.06,Electrical Fault,18
PIP002857,2023-04-19,73209.42,Pump Failure,14
WEL001803,2023-12-08,42855.12,Valve Leak,51
REF002086,2023-03-10,123240.76,Pump Failure,11
PIP001187,2022-12-23,21374.96,Pump Failure,30
REF002708,2022-06-15,105052.84,Electrical Fault,56
PIP001187,2020-01-05,147823.14,Corrosion,86
REF001322,2019-05-08,61472.71,Overheating,13
REF002455,2020-03-22,142619.63,Electrical Fault,62
PIP000457,2021-05-22,67870.24,Valve Leak,50
WEL002836,2023-11-26,154533.42,Overheating,119
REF001617,2021-01-11,174704.09,Valve Leak,101
PIP000338,2021-07-16,148933.38,Pump Failure,59
REF001845,2022-02-26,84707.28,Valve Leak,12
REF001305,2018-04-28,144137.41,Pump Failure,93
PIP001019,2021-01-23,167033.15,Corrosion,60
WEL000223,2021-01-21,112591.38,Overheating,58
REF001208,2022-12-05,180136.67,Electrical Fault,81
REF000026,2021-09-25,191064.76,Pump Failure,92
PIP002845,2023-12-24,177572.68,Valve Leak,33
WEL001483,2024-04-14,61284.15,Valve Leak,16
REF001733,2018-03-17,97332.81,Pump Failure,25
REF002981,2018-07-05,13478.15,Corrosion,99
PIP002766,2019-11-02,133800.01,Overheating,104
REF000846,2019-05-31,26592.88,Electrical Fault,85
PIP001471,2019-04-18,198789.06,Electrical Fault,45
WEL001256,2019-04-07,128503.02,Overheating,54
PIP002278,2023-04-26,9494.28,Overheating,5
WEL002431,2018-11-26,13944.93,Overheating,33
PIP001661,2024-04-11,129760.72,Pump Failure,117
REF001242,2023-05-17,65649.1,Pump Failure,41
WEL000854,2022-05-22,8451.57,Electrical Fault,42
PIP000794,2022-07-27,158363.56,Valve Leak,40
WEL002701,2024-04-11,181241.43,Corrosion,103
WEL001421,2021-01-20,137029.19,Pump Failure,95
PIP000102,2019-10-06,9617.05,Overheating,8
PIP000484,2020-05-09,95747.69,Electrical Fault,108
WEL002250,2018-07-22,163200.47,Electrical Fault,54
REF001289,2021-08-23,139572.31,Pump Failure,53
WEL000623,2022-06-22,50893.44,Valve Leak,8
WEL001387,2024-04-10,127015.49,Corrosion,82
WEL002921,2021-12-04,71415.09,Valve Leak,7
REF000371,2018-01-10,122300.74,Overheating,76
REF002255,2020-09-14,145566.17,Overheating,66
REF000527,2018-05-10,159652.82,Pump Failure,77
WEL000640,2022-08-31,101627.85,Electrical Fault,7
WEL002239,2019-10-05,116751.02,Valve Leak,61
REF001620,2021-07-30,58431.7,Valve Leak,80
WEL002028,2021-04-14,10536.99,Pump Failure,89
PIP001591,2022-10-12,152011.53,Valve Leak,89
PIP001651,2021-01-25,110857.83,Valve Leak,102
REF000900,2019-02-05,148450.8,Pump Failure,26
PIP001687,2018-04-27,148012.0,Corrosion,101
WEL000284,2022-06-26,100119.39,Valve Leak,19
PIP002378,2023-06-09,154843.05,Electrical Fault,58
REF002741,2022-09-13,186712.7,Overheating,28
WEL001689,2022-04-13,188740.34,Overheating,86
REF002354,2022-06-29,102933.22,Corrosion,61
PIP000086,2024-02-26,17018.3,Valve Leak,29
WEL001495,2023-08-05,93831.69,Valve Leak,57
WEL000483,2020-10-20,155278.01,Pump Failure,9
REF001450,2024-07-11,85214.92,Overheating,37
REF001701,2023-04-17,83748.11,Valve Leak,57
WEL002420,2022-03-12,122467.26,Valve Leak,115
WEL002355,2018-08-04,176958.17,Overheating,64
WEL000278,2024-05-28,91924.59,Electrical Fault,109
WEL002100,2021-06-12,105574.9,Overheating,71
WEL002054,2020-08-25,84727.73,Corrosion,11
WEL002873,2024-01-25,194955.24,Pump Failure,36
WEL002961,2018-12-18,172726.56,Electrical Fault,25
REF001154,2021-09-07,138125.81,Electrical Fault,88
PIP001164,2024-07-06,146281.2,Pump Failure,53
REF002472,2020-06-11,111037.81,Corrosion,79
WEL001405,2020-09-06,78418.75,Corrosion,18
REF002522,2022-11-22,93185.42,Electrical Fault,63
REF000059,2022-09-16,96483.65,Electrical Fault,26
PIP002987,2024-10-09,24381.03,Overheating,24
WEL001133,2024-03-27,192249.29,Valve Leak,108
PIP000797,2019-09-06,69546.98,Overheating,14
WEL002551,2022-06-23,35919.07,Electrical Fault,78
PIP001669,2020-12-11,167454.22,Valve Leak,98
WEL001957,2018-08-13,74853.38,Corrosion,80
PIP002306,2023-09-20,129824.75,Electrical Fault,67
REF001012,2018-05-06,101237.11,Valve Leak,107
REF002121,2023-07-19,21978.75,Corrosion,114
REF002084,2022-07-13,103491.47,Pump Failure,49
REF001351,2024-07-01,96026.99,Pump Failure,113
WEL001236,2022-09-04,133111.18,Overheating,114
PIP002896,2018-03-24,69720.76,Pump Failure,2
REF001820,2021-11-05,25065.49,Valve Leak,94
PIP001361,2024-04-25,121529.99,Overheating,49
PIP000021,2023-12-03,76069.13,Valve Leak,43
PIP000787,2020-06-22,28348.95,Overheating,108
WEL000929,2022-07-12,199591.23,Pump Failure,37
REF001516,2020-07-21,134403.76,Overheating,7
WEL000085,2018-12-21,142797.74,Electrical Fault,71
PIP002379,2024-09-14,72020.41,Valve Leak,119
PIP000155,2020-11-10,73894.98,Pump Failure,111
PIP000122,2020-12-17,130807.84,Valve Leak,3
PIP002828,2022-02-04,44176.9,Corrosion,35
PIP002345,2022-07-18,145847.01,Corrosion,103
PIP001345,2023-08-06,129595.34,Pump Failure,67
PIP002119,2022-12-30,47999.53,Overheating,5
PIP001969,2018-03-17,33252.74,Electrical Fault,45
REF000205,2024-11-11,77671.16,Pump Failure,84
WEL000032,2018-09-10,95652.75,Overheating,23
PIP001481,2018-07-11,81103.38,Corrosion,56
REF001125,2018-08-19,133795.53,Overheating,22
PIP002292,2019-05-14,112750.24,Corrosion,38
WEL002190,2018-07-03,153783.57,Pump Failure,80
PIP003000,2021-07-07,107809.6,Valve Leak,3
REF001732,2022-12-23,83696.9,Corrosion,112
REF000757,2018-10-09,65576.01,Electrical Fault,63
REF002259,2021-10-30,42614.59,Valve Leak,4
PIP001484,2020-06-17,70799.63,Valve Leak,35
PIP002386,2022-09-24,150295.55,Overheating,70
PIP001825,2024-04-11,37946.7,Valve Leak,76
REF000233,2022-07-23,89974.77,Pump Failure,9
REF001674,2018-10-11,151388.92,Corrosion,64
REF001261,2020-11-28,52560.38,Corrosion,67
REF000476,2022-11-08,46446.36,Corrosion,98
PIP000111,2019-09-29,34560.86,Corrosion,84
REF000113,2022-10-01,197890.65,Corrosion,20
REF001008,2023-06-28,138867.25,Corrosion,104
PIP000388,2023-04-09,72955.35,Overheating,71
PIP001694,2018-07-09,32658.75,Overheating,25
WEL000603,2022-01-31,126543.34,Electrical Fault,21
REF002100,2021-08-20,174595.33,Valve Leak,88
PIP002421,2023-08-01,138687.65,Corrosion,46
REF001760,2023-12-14,188159.4,Corrosion,62
REF000855,2020-10-14,94957.76,Valve Leak,20
PIP001166,2021-03-02,148561.23,Pump Failure,49
REF002506,2021-05-31,192404.9,Valve Leak,107
PIP001492,2023-04-03,52141.92,Corrosion,51
WEL000478,2022-01-16,75991.4,Corrosion,53
PIP000094,2020-12-17,56177.3,Corrosion,52
WEL000652,2020-05-08,133010.55,Corrosion,115
REF002892,2023-05-05,35383.15,Valve Leak,100
PIP002573,2024-04-04,1291.0,Pump Failure,18
PIP000049,2021-01-14,132142.6,Electrical Fault,82
REF001761,2022-11-25,186083.95,Electrical Fault,34
PIP000331,2023-02-16,7090.91,Corrosion,49
PIP000011,2021-09-11,74910.63,Overheating,85
REF001396,2024-10-03,143115.68,Valve Leak,73
REF001739,2023-10-07,196017.64,Electrical Fault,64
WEL002764,2019-07-30,66930.36,Corrosion,119
WEL000454,2018-10-13,169549.32,Overheating,85
REF000900,2018-02-28,147278.95,Valve Leak,50
PIP002254,2021-03-22,194004.57,Electrical Fault,4
WEL001491,2024-08-31,28729.78,Overheating,79
PIP000703,2022-06-08,175162.37,Pump Failure,23
WEL000623,2020-12-02,28239.14,Electrical Fault,81
REF000906,2020-04-29,7125.09,Electrical Fault,10
PIP000345,2020-10-20,13455.0,Pump Failure,39
PIP000348,2020-09-30,44907.13,Electrical Fault,57
REF000070,2023-11-13,42723.67,Pump Failure,9
PIP001083,2022-10-09,150481.46,Valve Leak,71
WEL002301,2021-04-14,167441.76,Corrosion,116
PIP002770,2024-05-07,161038.43,Electrical Fault,101
WEL001174,2019-01-08,18086.52,Valve Leak,5
WEL000229,2020-02-18,67003.59,Overheating,23
PIP002885,2021-09-13,68325.45,Corrosion,61
REF001284,2021-01-16,185456.39,Valve Leak,2
WEL001371,2019-07-28,140460.43,Valve Leak,37
REF001188,2023-03-30,43919.27,Valve Leak,110
WEL001705,2018-07-07,90460.96,Overheating,100
WEL001722,2021-07-06,20566.25,Pump Failure,102
REF002850,2018-05-12,177029.62,Valve Leak,83
WEL002961,2020-08-10,46062.6,Electrical Fault,30
WEL000186,2022-09-12,53091.07,Corrosion,34
PIP000303,2024-12-23,105254.82,Overheating,34
PIP001672,2020-07-24,177407.66,Pump Failure,72
REF000598,2019-08-13,89181.95,Electrical Fault,40
WEL002469,2022-02-12,155230.54,Valve Leak,98
WEL002540,2020-07-27,90111.47,Valve Leak,24
WEL001769,2018-04-06,119560.6,Corrosion,119
WEL000653,2023-09-24,63795.79,Pump Failure,49
REF002699,2019-08-06,27432.84,Valve Leak,12
REF000015,2019-10-04,127824.59,Overheating,27
PIP002316,2020-05-19,9874.27,Electrical Fault,67
REF002525,2021-02-22,79217.69,Valve Leak,32
PIP002421,2023-01-04,7735.23,Overheating,83
WEL002691,2021-06-07,90565.97,Overheating,58
PIP000340,2022-06-06,163382.33,Overheating,21
WEL000238,2019-09-28,131350.56,Electrical Fault,36
WEL002280,2024-03-20,180111.67,Electrical Fault,115
WEL001530,2021-06-21,95881.16,Pump Failure,101
WEL001720,2018-05-21,62957.52,Electrical Fault,106
PIP002867,2019-08-24,72676.82,Valve Leak,101
WEL000826,2019-04-08,21889.38,Electrical Fault,14
REF002856,2024-06-04,39656.53,Valve Leak,66
WEL001362,2022-01-14,152237.87,Overheating,11
PIP002667,2019-03-06,66483.99,Electrical Fault,26
PIP000587,2024-01-18,134458.8,Corrosion,100
PIP001117,2023-03-15,23803.73,Electrical Fault,113
PIP002486,2021-11-09,96742.82,Overheating,55
REF001758,2018-10-21,105764.02,Corrosion,61
REF002336,2018-05-06,142256.93,Corrosion,51
WEL001095,2022-04-03,111458.24,Overheating,30
REF001840,2018-06-27,12756.59,Pump Failure,91
PIP002944,2024-09-12,5374.6,Overheating,44
WEL001241,2020-10-26,170658.73,Electrical Fault,96
PIP002739,2019-03-18,33936.35,Electrical Fault,24
PIP000422,2019-10-18,47371.97,Valve Leak,54
WEL000244,2019-05-11,1881.07,Valve Leak,55
PIP000719,2021-11-01,190055.07,Electrical Fault,36
PIP002135,2022-08-27,151810.46,Corrosion,102
PIP002553,2022-09-10,154036.97,Valve Leak,29
WEL000086,2018-04-16,179131.06,Corrosion,34
REF000532,2022-07-10,117177.64,Valve Leak,81
REF002347,2023-02-10,85832.32,Electrical Fault,81
WEL000797,2023-03-02,16210.8,Pump Failure,33
PIP002919,2018-08-12,14129.32,Electrical Fault,37
PIP002229,2024-01-24,184199.24,Electrical Fault,108
PIP002629,2021-12-29,12871.05,Corrosion,39
WEL002873,2023-08-10,80559.35,Pump Failure,17
PIP002235,2020-10-14,116368.85,Electrical Fault,77
REF002909,2023-10-26,168059.76,Valve Leak,20
REF001678,2023-07-09,96688.88,Valve Leak,13
WEL001248,2020-09-13,188610.24,Electrical Fault,69
WEL002493,2023-04-27,199553.32,Electrical Fault,13
PIP001645,2022-03-25,148637.95,Corrosion,99
WEL001743,2022-07-02,186678.89,Valve Leak,5
WEL002737,2021-08-13,120707.82,Pump Failure,59
WEL001014,2019-04-23,84594.33,Electrical Fault,110
REF000711,2022-10-23,36564.82,Pump Failure,22
WEL002369,2023-01-26,43428.38,Corrosion,50
PIP002917,2021-09-18,24251.5,Valve Leak,106
WEL002295,2022-04-06,44504.31,Pump Failure,66
REF001635,2023-05-06,79477.19,Valve Leak,2
WEL000814,2018-09-13,27838.01,Pump Failure,92
WEL000646,2022-05-31,163851.81,Pump Failure,112
WEL001252,2023-08-03,169908.67,Corrosion,68
WEL001758,2023-04-08,118936.74,Overheating,109
WEL002795,2018-12-19,60722.68,Electrical Fault,67
PIP002594,2024-03-29,149897.94,Pump Failure,42
PIP000412,2022-01-26,153983.86,Pump Failure,61
PIP001682,2021-02-21,190308.4,Pump Failure,21
PIP002797,2022-10-02,152528.96,Overheating,86
PIP000618,2022-11-27,150269.28,Valve Leak,70
PIP001365,2022-09-15,152415.85,Pump Failure,25
REF000488,2019-03-13,10312.61,Pump Failure,67
REF000233,2020-03-22,164683.01,Valve Leak,88
PIP000585,2021-06-07,157314.34,Pump Failure,112
REF001460,2024-07-09,126766.0,Pump Failure,34
PIP000851,2022-02-20,162672.32,Corrosion,17
REF001551,2024-02-12,68040.87,Overheating,64
WEL000749,2022-01-03,117525.99,Pump Failure,46
PIP002981,2018-12-21,189800.82,Valve Leak,65
PIP001557,2024-03-23,194490.1,Pump Failure,89
WEL000277,2023-08-10,14634.22,Electrical Fault,4
REF000294,2023-04-19,190077.27,Corrosion,78
PIP001526,2024-10-03,136992.63,Corrosion,79
PIP002363,2024-04-15,30623.46,Overheating,3
REF000633,2018-11-19,87966.69,Pump Failure,6
WEL002797,2021-04-12,149291.41,Electrical Fault,111
WEL000922,2019-12-25,128697.45,Electrical Fault,53
REF001116,2020-11-23,145122.66,Pump Failure,26
WEL001472,2018-07-20,183225.3,Pump Failure,50
WEL000732,2024-02-16,180150.39,Overheating,93
WEL002701,2021-05-08,41913.41,Valve Leak,94
REF000099,2018-10-09,61027.63,Electrical Fault,30
PIP002788,2018-08-18,130654.38,Corrosion,73
WEL001939,2022-10-14,152113.93,Electrical Fault,77
REF002201,2019-11-07,180918.98,Overheating,23
PIP000439,2022-11-16,109260.26,Corrosion,66
PIP002080,2023-07-10,85972.5,Overheating,33
PIP001327,2019-04-27,184554.62,Overheating,38
PIP000017,2019-12-16,196164.77,Pump Failure,8
WEL002973,2022-09-13,116613.69,Electrical Fault,23
REF002601,2023-04-12,93396.37,Electrical Fault,101
PIP002674,2023-09-14,150983.81,Valve Leak,118
REF000322,2024-10-06,88997.5,Corrosion,13
PIP002503,2024-09-14,61351.74,Overheating,39
PIP002710,2018-11-02,193769.07,Pump Failure,37
PIP001690,2023-07-15,111845.75,Electrical Fault,12
REF000044,2021-10-09,106995.66,Corrosion,67
REF001768,2021-01-16,199493.24,Overheating,9
PIP000448,2022-01-15,61099.52,Electrical Fault,94
PIP002833,2022-03-31,124537.83,Pump Failure,68
REF000807,2018-06-05,6754.31,Electrical Fault,33
WEL000393,2021-12-30,156128.59,Valve Leak,64
REF002643,2022-11-19,82078.22,Valve Leak,1
REF000666,2018-06-20,65961.97,Valve Leak,72
WEL002350,2023-09-05,84036.95,Pump Failure,19
PIP002471,2018-05-07,71032.06,Overheating,53
REF002534,2020-05-31,16669.36,Corrosion,13
REF002907,2020-08-05,48207.28,Pump Failure,90
PIP000267,2019-02-01,123137.05,Electrical Fault,52
PIP000266,2021-02-24,188258.07,Electrical Fault,93
WEL000357,2021-05-06,91564.78,Electrical Fault,33
REF001704,2018-05-21,106357.13,Pump Failure,101
PIP000176,2024-05-10,175301.35,Valve Leak,8
WEL000119,2020-04-26,108182.54,Electrical Fault,70
WEL000828,2020-04-06,109025.6,Overheating,119
WEL002263,2022-10-21,8919.47,Corrosion,53
PIP002402,2019-01-27,171605.52,Pump Failure,96
REF001843,2018-03-28,89290.45,Corrosion,72
PIP002417,2024-01-11,93279.15,Electrical Fault,27
REF002166,2021-08-12,40516.21,Pump Failure,96
REF002328,2020-05-09,49787.52,Overheating,27
REF000347,2022-10-29,14544.35,Corrosion,67
REF000369,2023-05-23,178580.16,Overheating,61
WEL000474,2020-06-07,40642.15,Overheating,109
REF000204,2021-09-02,161661.97,Valve Leak,26
REF000661,2020-12-28,89207.93,Corrosion,83
WEL002621,2020-11-28,83905.92,Corrosion,52
REF000950,2022-04-13,42073.29,Valve Leak,5
WEL002046,2024-05-23,82998.49,Electrical Fault,82
PIP001649,2021-04-24,106168.19,Pump Failure,49
WEL001718,2023-05-21,32667.98,Electrical Fault,64
PIP002662,2022-12-23,59472.38,Electrical Fault,113
WEL000373,2019-01-20,109775.69,Corrosion,83
WEL001324,2021-03-21,51014.51,Pump Failure,87
PIP002083,2019-06-24,152464.58,Corrosion,24
WEL000147,2021-11-29,20957.44,Corrosion,115
REF002459,2019-01-12,153871.64,Pump Failure,72
PIP002410,2019-08-04,24782.55,Corrosion,11
REF002402,2019-03-29,109890.43,Electrical Fault,40
WEL002864,2021-01-09,4450.09,Overheating,48
PIP002830,2021-09-18,67836.99,Pump Failure,72
PIP000798,2024-10-26,34223.75,Electrical Fault,42
REF002888,2022-11-29,83962.66,Electrical Fault,52
REF002016,2023-01-02,62889.38,Overheating,88
REF002200,2023-05-23,188726.17,Pump Failure,112
WEL002385,2021-06-01,197670.62,Pump Failure,98
REF000445,2024-11-01,44601.59,Overheating,114
WEL001635,2023-05-06,88714.38,Electrical Fault,54
WEL001048,2024-12-27,156338.02,Valve Leak,53
PIP001226,2022-12-19,76467.75,Valve Leak,66
REF001217,2018-08-24,124075.31,Pump Failure,3
REF001488,2023-05-27,136802.37,Overheating,82
PIP002863,2021-10-30,148504.32,Valve Leak,43
WEL001331,2019-12-29,85564.68,Electrical Fault,66
WEL002220,2024-12-06,190544.22,Corrosion,59
PIP001335,2024-01-14,175415.35,Overheating,26
REF001870,2018-05-02,33595.04,Pump Failure,48
PIP000903,2021-10-25,61740.58,Corrosion,66
PIP000164,2019-04-25,189763.6,Electrical Fault,7
REF001197,2019-02-14,60904.11,Corrosion,70
PIP002810,2021-12-11,100448.35,Electrical Fault,91
WEL000582,2022-01-18,26854.38,Pump Failure,100
WEL002096,2018-02-19,122347.54,Overheating,45
WEL000173,2019-05-09,70936.85,Pump Failure,95
PIP002274,2018-08-29,172505.35,Valve Leak,12
REF002649,2023-12-04,34365.49,Corrosion,88
REF002255,2022-05-29,195294.97,Overheating,118
PIP001814,2022-03-15,190174.76,Overheating,109
PIP000746,2021-01-10,67222.11,Corrosion,112
REF002989,2019-05-09,86787.17,Corrosion,10
REF000861,2023-10-13,145762.72,Electrical Fault,12
PIP000351,2020-10-14,160362.74,Valve Leak,11
PIP001633,2018-07-16,95961.74,Corrosion,100
PIP002153,2018-02-28,20789.61,Electrical Fault,102
REF001497,2018-04-01,188887.41,Valve Leak,8
REF002069,2019-04-02,28449.1,Pump Failure,15
PIP002112,2020-05-15,171537.89,Overheating,102
PIP002483,2020-03-06,185740.92,Valve Leak,77
WEL001725,2020-08-23,35183.71,Pump Failure,84
WEL001611,2023-10-24,126242.44,Pump Failure,23
PIP001998,2023-08-27,58428.45,Electrical Fault,112
WEL001886,2023-12-07,175576.53,Corrosion,10
WEL002925,2020-10-04,173906.56,Valve Leak,73
WEL002310,2022-09-29,162228.66,Pump Failure,2
PIP002827,2022-01-31,117314.21,Pump Failure,103
PIP002070,2019-10-13,13213.76,Electrical Fault,76
PIP002388,2023-07-08,36874.42,Corrosion,84
PIP000393,2020-12-30,128808.4,Corrosion,13
PIP002645,2021-02-17,63781.24,Pump Failure,76
PIP000514,2018-01-26,139225.81,Overheating,116
WEL000342,2024-01-14,153631.76,Electrical Fault,40
WEL001428,2020-04-14,38274.87,Valve Leak,91
WEL002841,2018-11-24,160843.48,Corrosion,74
WEL001482,2024-05-20,117831.07,Pump Failure,1
WEL001252,2019-03-23,14904.3,Corrosion,81
REF002586,2023-05-31,168997.07,Electrical Fault,50
REF002432,2022-09-16,43352.83,Electrical Fault,9
WEL002659,2024-02-10,11137.07,Overheating,43
WEL001529,2020-04-09,111379.36,Electrical Fault,86
REF000471,2018-09-28,158631.45,Corrosion,47
PIP001821,2018-09-20,154553.29,Electrical Fault,25
WEL000464,2019-03-10,83804.88,Pump Failure,36
REF002681,2023-12-02,36734.59,Electrical Fault,103
PIP002645,2024-02-11,111266.52,Corrosion,81
WEL002790,2018-09-16,38742.4,Corrosion,17
REF002849,2020-08-19,88568.16,Corrosion,40
REF000524,2024-08-23,18782.26,Corrosion,80
REF001496,2021-10-01,26358.5,Pump Failure,52
PIP001918,2018-05-11,45966.59,Electrical Fault,114
PIP001130,2020-02-04,167566.11,Valve Leak,110
WEL000273,2019-04-05,20329.19,Pump Failure,69
WEL001569,2018-08-10,127849.84,Overheating,25
WEL002224,2021-11-15,116330.81,Valve Leak,10
REF002291,2023-10-14,194752.76,Pump Failure,30
WEL000889,2024-10-14,165664.14,Electrical Fault,9
PIP001632,2024-04-10,149918.81,Pump Failure,25
PIP001362,2018-01-12,76902.96,Overheating,76
REF001518,2023-08-28,59641.54,Corrosion,110
REF002630,2023-04-10,39144.91,Valve Leak,31
REF000171,2023-05-09,95594.75,Valve Leak,59
PIP001199,2021-07-24,159220.38,Valve Leak,30
WEL001871,2022-08-12,145764.59,Valve Leak,92
REF002463,2018-07-21,8582.66,Electrical Fault,113
WEL001184,2019-10-02,178100.64,Valve Leak,15
WEL000668,2023-09-25,7270.48,Corrosion,87
WEL000788,2020-12-06,13151.13,Valve Leak,75
PIP000194,2024-11-19,168894.56,Corrosion,97
PIP002582,2019-06-23,38671.23,Corrosion,89
PIP000955,2020-09-11,148616.2,Pump Failure,76
REF002952,2020-03-10,66021.76,Overheating,1
PIP000738,2020-08-27,7288.59,Pump Failure,64
REF000509,2023-08-01,94182.42,Overheating,94
PIP001146,2024-11-25,74542.14,Pump Failure,71
REF000083,2018-07-17,21451.2,Corrosion,22
PIP002704,2019-01-23,95628.83,Electrical Fault,101
WEL000101,2018-04-29,7097.65,Valve Leak,89
WEL000504,2020-06-03,148178.29,Corrosion,94
WEL002137,2018-05-28,146927.12,Corrosion,5
PIP001313,2020-07-31,89366.5,Pump Failure,96
WEL001115,2024-03-31,175273.48,Overheating,47
REF000055,2024-07-27,54250.12,Valve Leak,30
PIP002689,2019-06-21,162988.51,Overheating,105
PIP002295,2021-03-27,158870.23,Pump Failure,93
WEL002553,2020-09-11,156888.2,Pump Failure,87
REF001729,2022-09-18,106673.51,Pump Failure,93
PIP000544,2018-06-16,98292.36,Pump Failure,81
PIP000127,2018-11-17,137141.56,Pump Failure,7
PIP002862,2020-12-31,147657.39,Pump Failure,95
REF002813,2018-08-29,26738.85,Electrical Fault,44
WEL001208,2024-10-23,148843.51,Pump Failure,65
REF002839,2022-02-05,20512.12,Valve Leak,14
REF002716,2020-09-22,64771.67,Pump Failure,113
PIP001907,2022-03-16,114932.48,Overheating,72
PIP002666,2018-07-21,155901.7,Overheating,113
PIP000737,2021-12-17,168754.46,Pump Failure,18
REF002507,2020-08-10,141085.21,Pump Failure,35
WEL001113,2018-06-11,121839.88,Corrosion,111
WEL001404,2023-08-27,42983.8,Corrosion,19
PIP002030,2019-03-14,12304.45,Pump Failure,45
REF000682,2021-12-06,73591.03,Valve Leak,32
WEL002247,2022-10-31,140694.38,Pump Failure,35
WEL000292,2023-07-22,180994.26,Overheating,3
PIP001070,2019-01-02,181102.8,Overheating,87
REF000056,2022-02-01,102350.96,Electrical Fault,102
REF001564,2019-12-16,138807.66,Valve Leak,21
REF001264,2022-09-12,193739.67,Overheating,1
WEL000211,2023-08-28,102770.52,Overheating,67
WEL000530,2021-03-10,166011.22,Electrical Fault,9
REF002397,2018-07-27,66943.72,Pump Failure,49
WEL000095,2020-09-15,95586.2,Pump Failure,42
REF001975,2021-02-14,102208.77,Electrical Fault,56
WEL001696,2023-07-24,110003.59,Corrosion,42
REF000311,2018-05-12,92075.03,Valve Leak,37
REF002603,2023-09-20,179263.03,Corrosion,94
REF002227,2024-03-23,27775.22,Overheating,62
WEL002819,2021-03-21,135757.62,Electrical Fault,6
PIP000612,2020-09-24,168504.29,Pump Failure,55
PIP002518,2023-07-17,113043.51,Electrical Fault,29
PIP002459,2023-10-19,59134.13,Overheating,83
PIP000880,2024-03-18,46471.03,Valve Leak,6
REF000861,2023-08-03,122967.05,Overheating,71
PIP002470,2022-10-11,171785.32,Overheating,45
REF000622,2023-04-23,192683.07,Valve Leak,117
PIP000209,2023-10-01,111160.35,Valve Leak,2
PIP002571,2019-06-16,29961.47,Corrosion,92
WEL001494,2020-09-03,47524.25,Corrosion,18
PIP000287,2024-06-29,39583.37,Overheating,66
WEL002244,2020-09-26,27952.45,Electrical Fault,32
REF001666,2021-03-02,19616.0,Corrosion,36
WEL000650,2024-12-25,176845.8,Corrosion,116
WEL000009,2022-08-12,80186.66,Corrosion,36
PIP000128,2018-06-27,152610.27,Overheating,20
REF000371,2024-05-30,100813.79,Electrical Fault,118
WEL000096,2024-10-22,100268.71,Pump Failure,33
WEL001295,2019-09-13,107825.97,Overheating,40
PIP002073,2022-03-08,112377.64,Corrosion,44
PIP002155,2024-06-15,42798.43,Valve Leak,58
PIP001674,2019-05-16,98402.99,Pump Failure,118
REF001807,2024-05-17,101362.88,Valve Leak,4
WEL000277,2021-01-18,193960.69,Overheating,61
PIP000710,2018-12-10,154827.8,Electrical Fault,48
REF000876,2023-07-11,24261.81,Pump Failure,86
REF001020,2021-04-14,139067.65,Electrical Fault,46
WEL001465,2024-03-03,36716.79,Electrical Fault,64
WEL001238,2022-06-17,37803.1,Valve Leak,82
REF001595,2019-12-16,189910.17,Pump Failure,61
PIP001143,2021-06-18,40253.67,Electrical Fault,59
WEL001881,2020-01-23,196323.32,Overheating,55
WEL001011,2023-06-30,79617.99,Corrosion,42
PIP000255,2022-04-11,182333.11,Electrical Fault,12
REF001939,2022-04-10,142022.81,Valve Leak,100
PIP002887,2022-04-19,165096.16,Pump Failure,69
PIP001371,2024-07-30,150661.62,Corrosion,119
