asset_id,co2_tons,methane_leakage_tons,energy_consumption_mwh,date
WEL000084,4827.37,113.95,10332.71,2024-12-12
REF000349,2792.49,33.16,24951.78,2020-11-17
REF002369,4434.35,72.65,48379.66,2021-11-04
PIP001766,1165.14,183.51,43417.48,2024-04-12
PIP000264,3565.71,164.5,33421.3,2024-11-24
REF000419,1054.72,43.76,29894.08,2018-01-08
PIP000126,792.89,188.92,41314.33,2018-06-27
WEL000360,2435.88,198.62,21123.2,2019-04-26
REF000558,2805.83,117.48,5305.85,2018-04-17
PIP000545,2866.6,153.63,39739.09,2023-05-16
WEL002507,102.65,149.55,26038.5,2022-07-06
REF000158,1631.07,138.55,39014.5,2023-12-30
PIP000412,228.78,0.67,44263.45,2023-05-30
WEL001987,1607.44,155.29,15276.06,2021-12-21
PIP002937,4059.12,158.77,47339.17,2020-06-21
REF000450,2947.83,62.26,1964.84,2018-12-22
WEL000571,769.71,196.21,29289.65,2024-08-28
PIP002183,3777.99,104.62,48160.26,2018-06-05
WEL002419,37.4,42.34,5534.32,2021-03-22
WEL001549,1697.25,150.56,49473.56,2018-06-13
WEL001398,4485.19,69.77,40737.24,2020-11-04
WEL001445,2098.49,83.71,49496.7,2018-11-16
PIP001816,3447.61,20.74,36099.62,2023-09-24
WEL001978,2949.46,141.84,21352.7,2024-10-15
PIP002996,1404.44,102.21,1802.34,2023-04-02
WEL000305,1928.57,48.15,5267.57,2024-11-19
WEL000647,29.44,75.88,21607.45,2020-10-22
REF002042,834.18,139.73,16009.1,2023-07-31
WEL002236,3083.29,166.22,9426.95,2020-10-25
PIP000331,2786.3,130.32,26232.25,2019-02-26
REF001849,2274.54,15.52,36698.22,2018-09-27
REF002243,4899.33,123.17,27486.56,2022-01-23
PIP000422,1464.36,85.73,15137.21,2019-11-03
REF002911,2231.22,178.07,7573.95,2023-09-09
REF002203,3830.8,87.78,29426.61,2018-04-07
WEL001526,1760.26,42.15,4452.06,2021-09-12
REF002590,4887.69,27.89,35746.4,2023-11-19
PIP000402,3566.24,141.29,47713.97,2022-02-24
REF001491,4872.82,137.22,583.46,2023-09-20
WEL000066,4609.99,12.93,39373.86,2020-06-14
REF000626,2291.88,5.99,5183.62,2023-07-28
PIP001526,2277.13,67.77,34283.34,2024-03-06
REF000389,4857.03,70.87,44155.86,2019-12-23
PIP001362,810.28,113.82,34304.12,2020-07-25
PIP000571,3272.17,155.26,34780.03,2021-01-28
PIP002115,4738.81,22.91,11631.75,2024-11-17
REF000622,2248.58,133.99,39011.48,2022-05-22
REF001900,2344.91,70.78,26869.08,2019-09-12
REF000134,3117.96,147.11,41689.06,2021-06-14
PIP000894,3281.32,110.37,33934.56,2021-11-27
WEL001653,2159.37,85.77,40640.11,2023-10-19
WEL002917,3911.05,67.08,39892.58,2022-04-30
PIP001210,2309.5,155.69,43517.58,2024-11-15
WEL002921,4046.55,14.74,11720.72,2020-09-04
WEL000227,4199.11,107.31,14212.42,2021-06-17
WEL000429,2789.63,80.89,29332.98,2018-12-03
REF001720,1739.63,63.87,28351.08,2018-12-19
PIP002601,1192.91,7.52,2203.83,2020-09-20
REF000155,3254.74,105.93,44332.93,2019-09-19
PIP001973,4034.61,139.94,14194.35,2022-09-08
PIP000578,597.44,158.3,9945.34,2019-10-10
PIP002095,4830.57,121.05,43844.05,2022-12-07
WEL000707,4955.26,191.72,27995.2,2018-10-01
REF000040,3571.45,32.36,43378.48,2020-09-17
WEL000194,816.56,97.35,38298.16,2019-02-15
WEL001595,3065.28,151.88,16870.1,2019-07-16
PIP000542,2672.92,129.17,1264.16,2019-07-16
WEL002915,4523.67,129.52,13562.05,2019-03-08
REF001171,571.25,1.86,27082.59,2024-04-05
PIP000695,2062.27,144.86,9417.37,2019-10-07
WEL000432,702.44,156.52,20106.45,2020-01-01
WEL001669,3189.37,175.91,20450.86,2023-08-07
WEL000222,3657.03,180.34,17721.56,2024-09-30
WEL001885,353.0,75.37,10772.71,2018-12-16
PIP001165,3726.83,74.5,17786.41,2024-06-20
PIP002063,706.77,67.93,37766.85,2020-03-01
PIP001430,2655.81,138.57,12597.61,2023-07-31
PIP000975,4916.38,64.03,22364.23,2021-06-04
REF002227,1833.27,94.44,15828.32,2023-01-24
PIP001039,2510.53,72.2,34448.83,2018-09-18
REF000247,2144.85,178.36,21155.33,2018-07-27
PIP002595,4955.88,130.31,42405.16,2018-07-02
WEL001933,4433.76,152.36,19763.41,2021-11-10
PIP001665,4947.47,157.27,29164.42,2019-06-24
REF002521,3926.69,146.33,22311.99,2023-08-02
PIP002719,998.45,146.65,23734.43,2019-10-11
REF001308,2900.29,198.18,8479.64,2024-05-29
WEL000736,2377.33,175.98,1296.38,2021-02-14
PIP000847,1927.73,65.86,39491.48,2019-10-03
REF001266,354.19,37.53,2654.94,2023-01-13
PIP001412,4189.67,65.09,32322.64,2021-08-06
PIP001125,1070.67,60.57,7608.09,2023-11-18
WEL002072,3483.36,57.53,48878.05,2022-12-05
WEL002921,2653.55,33.52,10338.67,2024-04-20
PIP000489,2641.0,191.06,4916.89,2019-09-17
WEL000813,3600.82,34.38,31257.29,2021-06-20
REF002307,4609.9,192.29,40034.54,2024-09-10
REF002180,3811.63,181.61,20285.42,2020-12-28
WEL001465,3817.42,140.82,1950.19,2021-10-18
WEL001667,2676.63,108.37,36153.58,2023-08-12
REF002117,1402.13,112.48,30670.1,2024-05-02
PIP001459,1209.16,29.05,44125.02,2020-11-23
WEL000875,4747.57,183.1,32024.63,2021-11-23
WEL000785,4107.7,188.31,6676.94,2020-09-13
WEL000904,4947.67,18.03,5699.16,2018-04-19
PIP001100,3848.94,197.98,34125.58,2019-07-13
PIP002956,735.81,68.58,34508.38,2019-10-09
PIP001173,3016.62,189.55,33349.63,2021-10-18
REF001801,3912.34,17.44,41277.43,2022-12-24
PIP000542,197.78,160.54,17126.66,2019-01-22
REF002032,990.2,165.82,26520.88,2023-06-17
REF002085,3122.71,196.78,5017.72,2023-07-01
REF001665,2451.36,157.14,14880.39,2022-04-03
REF002843,336.77,57.05,40901.15,2020-06-09
PIP000167,1992.1,27.11,26810.28,2021-06-15
PIP000006,4282.5,6.79,47795.81,2023-09-22
WEL000053,4983.37,191.49,6214.02,2018-10-08
WEL001260,2906.14,106.73,24553.97,2022-03-30
WEL002360,267.86,180.96,23603.21,2018-12-06
WEL002405,33.46,58.82,8135.25,2018-05-27
WEL002820,880.82,135.26,11837.4,2020-02-28
REF000553,2189.23,164.28,30162.33,2020-10-30
WEL002392,827.21,99.84,44473.05,2022-06-16
PIP001858,2112.72,110.34,18968.32,2021-10-20
PIP001431,428.47,110.94,2650.86,2024-07-04
PIP000802,3995.07,142.23,32575.08,2020-01-25
PIP002134,2147.87,96.36,15345.5,2019-05-19
PIP001833,2558.75,170.87,2670.6,2019-08-29
REF001072,390.06,161.47,3397.83,2023-08-12
REF002277,3948.85,164.5,25800.12,2021-03-20
PIP002189,2953.71,93.21,32511.71,2020-08-02
REF002797,4148.33,38.46,16111.26,2020-09-30
REF001820,2626.71,181.48,15167.51,2023-04-27
PIP002473,920.04,45.77,41781.31,2018-11-03
REF002863,2179.35,199.54,32078.08,2020-08-24
WEL002355,4635.01,169.4,409.74,2020-02-09
REF000181,4505.12,131.68,8977.57,2023-01-05
PIP001566,1918.41,179.65,32870.97,2019-02-11
WEL000048,529.67,92.21,44396.15,2023-02-11
PIP001797,2789.49,138.9,16722.03,2018-08-19
PIP000768,3158.21,156.37,29154.66,2022-12-01
WEL000540,317.48,81.91,20928.67,2024-04-20
PIP000630,1914.1,171.69,33543.33,2023-07-04
PIP002286,3044.97,61.93,5671.46,2024-07-26
REF000424,1011.75,18.48,26241.18,2022-10-13
PIP002597,1728.49,104.4,45630.05,2023-07-28
REF002474,1051.06,146.61,10962.36,2022-11-10
REF001643,2075.8,6.75,33743.25,2021-10-23
REF000092,3411.82,97.84,5851.2,2019-02-05
WEL000883,1861.83,140.9,29120.12,2024-08-26
REF001309,1779.11,98.33,6331.7,2021-02-27
PIP002052,4447.71,60.01,13820.02,2021-11-07
WEL002061,4420.97,9.82,2122.53,2021-04-11
REF000426,4782.58,66.03,16108.57,2023-04-14
PIP002397,1576.76,63.03,6827.35,2021-08-24
PIP000854,4723.6,95.85,11119.56,2018-04-08
WEL001736,677.32,100.89,1811.55,2020-12-31
PIP000496,4339.8,142.14,30774.47,2023-11-07
PIP000156,2153.19,144.86,28111.74,2024-06-14
REF001764,3078.13,76.95,35998.54,2018-12-27
WEL000891,1668.02,166.53,25101.2,2022-07-28
PIP002538,3590.62,111.01,20812.33,2024-05-25
PIP000131,4789.37,172.77,10090.51,2019-12-09
WEL002680,473.33,162.41,3942.93,2021-03-10
REF000577,3497.41,3.76,29898.24,2024-05-03
REF002850,1507.54,120.56,24724.62,2019-09-26
REF000591,3566.02,33.53,1533.52,2024-09-28
REF001929,2850.01,26.61,11961.64,2023-06-11
PIP001440,3617.03,36.65,23205.76,2024-09-11
PIP001731,118.27,109.16,29639.2,2020-02-12
WEL002776,1353.28,196.84,10376.45,2024-09-15
WEL000311,1258.56,186.09,4267.45,2021-03-09
PIP002137,4779.5,76.34,46799.6,2018-10-06
WEL002757,958.05,21.97,42405.45,2020-09-23
WEL000767,2229.81,77.35,41556.14,2021-08-23
PIP002201,2401.95,5.5,37603.59,2024-09-25
REF000276,2675.4,168.05,2846.12,2023-12-22
PIP000528,2805.96,179.6,13206.94,2018-01-22
WEL001755,4567.71,115.42,36774.52,2018-10-03
WEL002640,3029.61,97.55,8037.82,2024-07-14
PIP001411,1216.51,107.04,31465.52,2023-08-08
PIP002143,4658.73,93.33,39184.42,2023-12-26
REF002091,1631.83,148.38,33167.28,2018-12-24
PIP002090,1719.26,61.24,16005.76,2019-11-05
WEL001673,3547.04,48.17,3785.08,2019-10-29
WEL000036,908.71,46.66,15919.85,2018-09-02
PIP000519,874.13,26.89,4686.92,2018-09-24
WEL002783,3646.13,145.19,37611.5,2019-03-20
PIP000468,115.68,178.77,21050.19,2021-01-05
PIP002074,1535.52,167.25,21053.83,2021-09-08
PIP001549,4321.95,182.34,46793.29,2019-07-18
WEL002459,609.23,42.09,5715.9,2021-09-21
WEL001414,1532.58,25.64,17626.98,2020-02-14
REF000349,2940.1,84.89,49968.0,2019-03-03
REF000422,4041.26,63.26,14615.3,2023-07-02
REF001783,2845.47,165.48,16482.98,2020-10-04
REF002457,1281.05,174.06,32580.6,2019-04-29
REF002435,366.76,91.49,762.65,2021-02-10
WEL000301,3399.29,113.39,24545.75,2018-04-12
WEL000928,4028.82,88.28,38517.67,2023-12-31
REF002569,1302.24,108.64,43656.15,2023-10-26
PIP001634,791.78,165.25,39607.29,2018-08-19
PIP001774,3638.66,144.46,37669.78,2018-10-14
PIP000693,2287.3,77.69,12925.29,2018-02-01
REF000945,3184.12,77.35,46319.0,2023-05-27
WEL001210,1490.62,45.46,42786.93,2022-03-16
WEL002272,2017.96,22.8,25262.38,2020-12-26
REF001750,3587.93,149.78,9595.32,2019-01-22
REF001341,4216.41,169.0,26895.62,2024-05-11
REF001906,3059.21,108.48,48985.3,2024-04-05
WEL002176,4253.01,46.74,49177.6,2019-10-05
WEL001792,1078.26,54.06,34349.25,2022-07-24
PIP000787,3028.51,60.09,470.49,2022-03-23
WEL002737,2166.53,2.99,7441.95,2018-10-08
WEL001589,1196.15,53.64,25902.89,2019-03-25
PIP000130,4223.45,123.73,21575.29,2021-04-29
WEL002797,3905.73,104.31,10721.13,2020-06-30
WEL001225,2498.23,129.52,40198.15,2019-03-20
WEL001941,4007.88,163.99,1442.6,2018-07-04
PIP002209,15.3,186.74,10137.71,2022-01-10
REF001653,3169.92,134.53,49110.08,2018-05-15
PIP001094,4465.04,151.64,17270.52,2023-09-25
REF002336,343.15,7.22,15879.3,2019-11-22
PIP002642,2573.76,29.85,32720.23,2018-07-05
PIP000519,710.73,124.43,7156.94,2023-02-05
WEL002111,1838.23,69.39,3176.61,2019-09-02
REF000666,1575.64,149.94,4665.39,2020-12-31
REF000273,3486.07,74.3,1283.54,2024-08-04
PIP001056,806.19,98.12,19450.91,2023-02-26
WEL000768,4125.0,19.35,33825.51,2021-02-26
REF001833,4962.7,55.15,7830.7,2022-11-22
WEL002160,4484.95,184.94,33982.39,2022-04-09
REF002311,4022.47,192.89,22916.81,2022-02-09
WEL001026,1398.61,16.89,42907.65,2022-05-16
REF001392,879.9,41.22,13487.48,2019-12-20
PIP000418,1034.03,151.02,8916.84,2019-12-08
WEL000485,1781.88,49.69,44624.99,2019-01-21
PIP000289,4318.5,187.02,46409.36,2019-02-27
REF002566,380.28,127.27,12371.18,2019-06-23
PIP000557,984.25,119.64,35889.42,2022-02-11
PIP002299,82.54,60.45,3944.73,2018-04-19
PIP002112,4255.21,152.84,28599.61,2021-12-27
REF000238,1848.65,119.61,3916.75,2024-06-30
WEL002555,784.14,130.66,46979.89,2022-07-10
PIP000348,3164.95,67.36,12204.46,2019-12-12
PIP002488,3287.77,40.63,11312.94,2020-05-24
WEL001140,39.76,84.56,37100.73,2023-03-06
REF002676,1895.91,34.94,17715.3,2024-11-12
WEL001330,2609.12,104.36,43019.77,2023-02-12
WEL001799,3526.48,24.74,7241.52,2019-08-10
PIP002033,2053.99,33.78,39549.87,2020-02-04
PIP000450,3490.72,7.61,24570.64,2023-10-26
REF000325,1757.39,104.95,31441.7,2018-07-22
WEL002623,3974.27,104.57,10752.26,2023-12-20
REF000120,3477.54,54.99,17809.89,2020-02-27
WEL000829,1171.07,150.15,35587.35,2024-09-24
PIP001838,1631.38,1.75,26325.55,2018-11-24
PIP000533,1307.91,102.53,16212.19,2020-09-08
WEL002291,408.25,41.6,21363.81,2024-07-21
REF000544,4304.58,57.32,29865.18,2023-05-19
REF000956,3819.28,2.57,24445.8,2024-07-14
WEL001198,2555.69,169.57,38107.74,2018-07-08
WEL001068,2182.26,198.42,49772.46,2018-04-19
REF002452,3678.85,42.75,32217.62,2024-11-29
PIP002834,3499.98,21.87,33098.15,2023-12-11
PIP002949,336.91,149.44,34656.85,2020-03-02
REF002019,2190.7,23.03,5923.64,2024-03-12
WEL001388,1072.66,94.37,47929.15,2019-08-28
PIP001720,2328.63,77.61,42244.77,2021-09-27
REF001936,4089.06,137.06,21566.48,2024-07-04
REF001921,2817.96,71.48,40848.48,2020-03-29
WEL000279,2829.32,70.78,42149.67,2018-05-19
REF001861,4056.56,85.76,8511.45,2022-12-15
WEL002871,2074.11,75.4,13598.92,2022-12-07
REF002964,3392.4,5.94,30226.25,2023-01-26
REF002233,890.05,75.51,42340.57,2024-03-21
WEL001330,170.9,4.19,5063.41,2022-04-28
PIP002277,1730.09,101.98,6249.06,2021-08-31
REF001760,3250.67,137.99,47777.13,2019-04-18
PIP001694,4588.71,29.78,28550.57,2019-01-02
REF001403,3792.11,160.85,30247.57,2020-07-18
REF001816,2824.26,88.35,40632.49,2018-10-08
WEL001282,1250.46,2.89,16260.73,2020-01-23
PIP001522,2450.31,150.82,47902.4,2024-08-22
PIP001751,2172.97,1.2,45927.78,2023-04-06
PIP000989,4420.22,80.31,43683.96,2021-08-21
WEL000037,4592.48,28.12,34607.32,2024-06-21
WEL001082,1835.79,71.86,37497.29,2022-02-02
PIP002130,1387.93,22.85,14091.16,2018-04-28
WEL000741,1686.07,181.4,38367.53,2023-02-17
WEL002010,349.87,77.72,20902.7,2018-09-18
REF002578,462.27,143.52,18986.51,2024-05-20
REF001002,4733.58,55.81,28344.04,2022-09-13
REF001174,60.0,53.46,18807.84,2018-02-11
PIP000193,1317.15,36.53,43050.24,2022-04-01
WEL001186,2120.68,162.33,14878.67,2020-12-10
PIP001891,1061.46,19.51,18055.94,2024-07-11
PIP002677,1216.71,138.81,39198.46,2018-01-29
REF000379,42.3,105.09,18912.35,2020-06-01
WEL002438,4170.77,159.99,10288.59,2022-09-05
PIP002322,2847.57,188.45,15198.11,2023-04-03
PIP001560,2012.17,196.48,342.93,2022-05-11
REF000743,2251.84,179.52,21722.54,2019-10-28
WEL002356,3378.03,39.69,35204.71,2018-02-05
PIP000327,837.13,72.71,537.49,2018-11-20
PIP001175,139.85,74.03,3395.5,2018-06-24
WEL000463,4459.52,126.99,26318.45,2024-04-07
WEL001831,1555.24,101.73,33045.66,2021-07-15
PIP001361,1470.44,178.28,41872.17,2022-02-11
REF002105,4671.36,56.38,40542.76,2023-01-23
PIP001442,2414.82,136.9,3391.91,2020-06-18
PIP000446,3184.02,135.21,291.69,2018-03-25
PIP002947,850.91,17.39,37625.21,2024-09-06
PIP002046,27.33,122.44,44098.26,2021-05-26
PIP000786,1811.11,162.31,10701.4,2024-07-03
REF001703,705.26,171.14,3127.89,2024-08-17
PIP002460,2271.33,110.9,31027.18,2022-10-30
WEL002809,276.03,15.13,26902.69,2024-11-16
WEL000932,2043.65,111.71,45602.48,2020-05-24
PIP000509,2367.11,131.63,36279.87,2021-09-25
PIP000551,2225.39,13.6,39050.8,2023-09-22
PIP001391,4068.65,173.96,38870.76,2020-05-29
WEL000534,1756.0,131.02,15188.64,2021-07-14
REF001968,4335.33,193.46,37436.01,2019-06-23
PIP001261,3455.77,71.18,3506.26,2022-08-05
WEL000157,4732.76,96.22,14595.13,2019-04-19
REF000133,559.51,74.97,23016.85,2018-09-17
PIP000467,3258.38,19.46,34140.19,2023-08-25
REF000380,229.47,29.99,24030.35,2022-02-11
PIP001143,1746.39,78.34,11379.05,2020-06-03
WEL001614,2107.13,57.12,5872.77,2021-02-28
REF002231,4615.44,68.13,21470.78,2018-05-31
PIP002219,177.93,91.35,7024.08,2019-09-30
WEL001030,3855.57,193.96,22783.14,2019-05-21
REF000634,2280.16,134.99,14979.0,2023-06-30
PIP001840,3296.56,11.22,15911.84,2019-07-21
PIP000661,1240.6,94.15,33322.22,2021-07-06
PIP000571,4164.97,18.39,38129.2,2021-10-06
WEL000231,3297.95,82.55,29322.94,2018-09-08
REF001018,3443.98,78.62,4922.86,2018-11-16
REF001654,1088.19,11.11,39209.41,2020-11-06
PIP001464,2724.2,198.57,47512.77,2020-03-06
PIP002877,4128.93,6.71,38744.73,2020-01-06
WEL001255,519.21,27.87,1357.01,2022-12-27
PIP001466,1416.05,186.43,5307.96,2024-12-05
REF002286,4397.28,191.58,29739.96,2020-01-04
WEL000920,1633.58,64.28,31288.33,2020-10-18
WEL002531,919.66,162.21,38389.67,2020-07-28
PIP000543,1434.88,97.21,10122.7,2023-05-26
WEL001916,1996.23,88.13,40902.06,2018-07-02
PIP001697,3973.36,137.39,39720.27,2024-08-20
PIP001041,177.62,71.32,7371.6,2022-03-13
PIP001783,3598.72,172.77,16609.87,2021-09-06
PIP000627,4381.11,6.22,36407.6,2024-03-02
REF002406,3136.83,50.41,7808.76,2019-07-20
WEL001177,2165.38,81.73,14292.19,2023-10-02
WEL002029,1342.21,46.86,31674.83,2019-06-16
PIP001991,590.42,92.84,12813.5,2018-07-07
REF002964,782.45,68.86,28684.72,2019-10-30
WEL002790,4322.11,17.65,40445.77,2022-07-08
WEL002817,3384.23,66.07,43861.97,2019-01-11
WEL001253,4513.98,61.63,14174.56,2020-01-28
PIP001760,2476.65,199.28,9943.14,2021-08-28
REF002491,3026.16,23.57,14453.04,2022-04-22
WEL000245,2324.16,111.15,18864.04,2018-11-17
PIP002376,4674.04,27.66,24035.27,2022-08-23
REF001788,2804.13,161.36,42853.04,2018-07-05
PIP002312,3453.41,78.09,33285.96,2024-05-17
PIP000771,2838.11,59.41,6219.73,2021-02-27
WEL002984,4824.43,84.66,16012.86,2018-11-30
PIP001365,770.55,124.2,49734.96,2022-02-04
REF001814,1991.0,185.49,3267.12,2019-07-16
WEL002189,1504.39,164.02,25291.06,2023-03-12
PIP002304,3259.49,102.11,3109.08,2022-07-30
PIP000984,3191.06,199.68,19475.12,2022-07-24
REF000087,1545.63,43.49,4118.96,2019-01-24
WEL001157,2186.77,85.41,3238.69,2019-06-04
WEL001583,2973.01,112.48,41258.61,2018-10-08
PIP001769,4374.6,140.02,44261.87,2020-12-25
WEL002614,3391.01,142.22,44695.98,2022-08-08
WEL002106,1495.97,21.61,45630.33,2022-10-28
WEL000391,4441.39,108.89,38644.01,2018-11-22
WEL002028,4637.22,185.16,27091.88,2019-05-20
PIP001456,4601.42,158.71,11426.32,2022-01-13
WEL001594,3099.53,45.38,11201.77,2019-11-10
PIP000836,3359.94,91.68,2248.46,2022-12-25
PIP001445,1975.78,81.71,23923.22,2018-08-10
REF001997,2771.88,20.61,21962.32,2023-05-13
REF000225,4677.32,73.65,48018.22,2024-04-24
WEL002519,4168.7,71.51,5104.95,2024-07-08
PIP000430,3855.28,120.66,3857.38,2020-08-14
WEL000803,4869.26,97.35,47012.14,2020-12-21
WEL001177,3566.52,107.55,32805.57,2018-04-26
REF002960,1801.57,43.18,38500.86,2022-10-21
PIP001159,2415.61,111.34,49725.71,2021-01-11
WEL002392,933.97,168.07,15888.73,2023-01-06
PIP002791,3405.45,140.12,3526.13,2024-11-25
PIP000341,699.44,159.32,29112.92,2019-04-07
PIP001778,1025.68,35.09,27740.12,2023-11-06
WEL001373,4734.3,29.84,47134.46,2022-05-20
PIP002806,3430.2,62.29,22202.25,2023-09-17
PIP000576,4275.01,112.93,5920.3,2020-11-19
PIP000080,1383.48,82.99,30500.92,2019-08-27
WEL000021,2809.89,185.74,27432.42,2019-06-04
REF001443,4056.24,115.82,30333.36,2023-11-25
PIP002239,3893.27,73.67,30536.51,2019-07-19
PIP000538,4370.76,92.31,49781.41,2024-11-27
WEL001523,340.51,198.67,9223.04,2020-07-06
REF000253,276.73,9.57,12062.12,2021-08-21
REF002431,4797.45,190.08,12300.97,2023-05-16
REF000395,3469.38,117.31,45784.34,2024-08-22
PIP002628,4263.06,72.31,37141.21,2019-05-17
WEL000186,1448.46,1.76,16138.23,2022-07-24
WEL000765,1844.8,10.04,33584.89,2018-07-29
WEL002644,2862.52,105.31,12216.9,2020-01-07
REF002995,1570.72,136.92,35646.7,2021-02-02
PIP001246,2565.57,129.04,26844.44,2020-07-29
REF002454,1907.11,192.1,36334.92,2022-06-12
PIP002754,3326.53,40.57,42368.82,2024-08-28
REF000682,1920.44,133.98,35567.58,2024-01-11
PIP002807,3397.1,104.93,29161.78,2020-05-14
REF002541,1854.53,41.95,39084.17,2023-12-25
WEL000809,3209.96,95.36,31339.31,2021-10-10
WEL001386,3290.5,191.25,14490.53,2019-12-15
WEL001117,4902.26,127.88,47309.99,2021-09-17
PIP002096,4853.14,60.5,39545.24,2024-08-10
REF002487,404.14,182.71,46318.4,2022-06-16
PIP000596,2587.31,11.31,36309.63,2021-11-24
WEL002860,4581.57,111.35,21543.74,2022-10-16
PIP000265,4243.1,176.14,13167.02,2023-01-16
REF001531,3069.43,83.2,47963.4,2018-03-17
WEL002873,1734.07,27.87,31395.47,2018-10-30
PIP002933,537.04,183.51,45830.22,2021-10-12
REF002091,3246.76,196.16,10395.66,2018-09-25
PIP002958,3745.68,72.05,7186.36,2019-01-04
WEL002802,2582.06,72.54,31635.33,2019-07-03
PIP001322,3821.24,12.79,5362.88,2022-01-30
WEL001497,4414.5,31.62,22129.82,2023-11-09
REF002427,244.94,50.74,25280.11,2020-06-20
WEL001177,16.3,131.2,6697.58,2023-10-13
PIP001920,143.92,82.45,36819.87,2022-01-25
PIP001633,778.52,142.58,38253.03,2018-02-14
WEL000946,723.94,26.29,1380.15,2022-11-04
PIP002708,3478.25,25.24,7506.47,2023-07-06
REF002246,589.87,5.44,49113.97,2023-05-06
REF001751,4993.26,75.81,24776.13,2024-04-23
PIP001518,627.06,24.7,2242.36,2022-04-19
WEL000644,569.18,189.72,32328.25,2018-02-07
PIP001231,1669.56,29.13,35221.75,2021-12-21
PIP000101,430.2,40.67,38164.72,2023-01-13
PIP002964,4028.01,132.04,35781.58,2024-11-25
REF002447,417.07,112.27,450.2,2019-06-26
REF000388,2447.01,127.49,17963.65,2024-01-02
PIP002277,4201.26,194.66,21832.16,2021-07-19
PIP001506,147.42,153.14,34999.96,2018-12-10
WEL000205,495.09,103.54,8051.85,2024-08-16
WEL000307,3357.98,9.36,10297.74,2019-11-23
PIP000615,2975.41,81.48,31164.45,2019-10-20
WEL001536,4543.52,132.22,20496.03,2020-01-04
PIP000560,97.61,68.07,36985.94,2023-10-29
PIP000465,3715.79,98.26,21433.8,2022-09-30
PIP002288,2166.52,27.88,8012.61,2020-03-18
REF002962,3945.19,136.07,2845.21,2018-09-01
REF000357,2802.55,110.97,17270.65,2024-05-23
REF001259,1517.91,133.42,21815.3,2018-05-30
WEL000297,1259.08,42.43,16089.8,2024-03-09
WEL000959,2418.4,161.67,38327.42,2023-11-06
PIP000406,4405.95,199.95,43599.03,2022-09-10
REF002655,4028.2,101.83,21422.44,2018-09-13
REF000757,3373.91,160.57,28643.0,2021-06-30
WEL002393,3081.77,164.92,19498.5,2023-04-16
WEL001642,680.28,147.87,655.2,2024-02-05
REF001105,36.2,123.8,33762.96,2020-03-13
PIP002845,918.53,61.34,45248.48,2024-03-30
REF000695,2008.89,80.89,6285.46,2023-02-05
WEL002348,1345.05,7.88,10633.6,2019-06-22
PIP001253,1370.44,43.39,30002.96,2019-12-25
PIP002586,4510.04,44.61,32335.36,2021-04-19
PIP000825,2769.28,63.02,13620.19,2024-06-19
PIP002784,2913.04,67.1,43224.01,2023-04-14
WEL000792,4375.64,11.86,10649.9,2024-01-14
PIP002988,3957.53,12.61,8044.24,2020-05-07
PIP000531,4416.1,182.67,26595.96,2020-06-16
REF001460,1466.29,40.41,37296.06,2020-03-03
WEL000626,3886.28,146.07,33473.77,2022-07-03
REF002376,1114.33,81.3,5761.94,2022-03-24
PIP001874,2610.74,13.59,2147.09,2018-06-23
WEL002831,3312.83,16.9,4361.57,2019-09-18
REF001045,3326.62,15.95,19127.07,2019-02-02
REF002129,2504.96,105.25,29460.28,2019-02-21
WEL001511,569.67,151.22,10658.44,2024-06-25
WEL001149,1509.15,54.42,35231.4,2018-12-26
WEL001092,2448.65,147.71,7634.97,2023-02-02
PIP000476,2555.31,92.28,4930.8,2018-01-08
WEL002384,1116.31,23.91,49633.65,2024-12-07
REF001733,357.32,194.24,12833.84,2019-02-05
WEL001718,707.29,153.59,20803.86,2024-10-21
PIP001133,4425.14,134.34,504.39,2022-08-27
WEL001963,2467.98,164.5,43838.96,2019-12-23
WEL002767,3560.12,189.57,40945.11,2021-06-21
PIP002330,2490.15,98.45,38836.06,2024-04-02
REF000944,420.89,139.5,49397.7,2020-07-05
REF002917,2919.28,106.34,27538.19,2018-04-02
REF002285,2033.2,189.69,15036.66,2023-02-22
WEL002959,442.03,37.28,14103.94,2024-12-30
WEL002596,385.86,74.58,37035.99,2019-10-05
WEL001052,4749.34,163.86,9019.27,2020-01-07
WEL001756,3160.93,164.92,5409.64,2020-07-21
WEL001802,1622.57,84.73,38536.1,2024-10-14
WEL001560,2814.76,156.31,42227.62,2018-04-18
PIP001674,1514.14,112.39,38800.39,2024-04-08
REF000326,1934.03,187.05,520.96,2024-01-28
REF000734,614.65,88.71,3315.06,2023-06-15
PIP002493,2373.66,135.61,6974.67,2021-10-25
REF002176,2580.82,28.01,49616.39,2021-12-13
PIP000943,2112.09,146.16,46689.12,2020-06-23
REF000969,3523.34,80.67,2214.07,2023-08-09
REF000643,2486.17,76.31,20259.61,2022-11-14
REF002114,1433.09,72.37,18265.71,2024-07-01
REF002393,3150.25,106.99,45599.32,2023-06-14
PIP000924,212.4,187.15,17438.53,2018-09-27
PIP000899,238.39,124.86,3617.55,2020-12-18
REF002171,4791.46,131.63,18997.0,2019-07-27
PIP001898,4130.17,5.62,40642.72,2018-09-07
PIP002006,1664.36,79.86,5927.38,2022-07-13
REF002332,4007.35,76.08,26096.31,2024-06-24
WEL002394,3108.42,67.8,21125.82,2022-08-26
