well_id,date,oil_production_barrels,gas_production_mcf,water_cut_pct,pressure_psi,temperature_c
WEL002961,2019-06-22,2365,18235,17.37,1664,103
WEL000746,2021-08-02,4905,12453,18.74,3791,72
WEL000434,2018-05-28,2542,5272,52.66,4220,155
WEL001076,2020-11-14,4442,19705,52.21,1319,172
WEL001217,2024-01-02,1034,6846,30.52,4816,113
WEL001614,2023-11-03,1251,2284,33.45,3643,96
WEL000166,2022-04-19,4100,15151,43.54,2558,105
WEL000305,2018-02-12,1537,9837,15.8,4815,72
WEL002775,2022-12-13,243,920,27.61,4947,135
WEL000094,2021-10-13,980,8148,22.54,3440,148
WEL001941,2018-12-02,2885,2901,25.73,2086,83
WEL002705,2022-01-03,3930,18741,26.66,4752,144
WEL000368,2021-08-08,3604,3120,22.51,3639,135
WEL000430,2024-08-20,1087,4281,5.17,2109,92
WEL001033,2023-10-23,525,12503,54.6,3538,108
WEL000201,2019-08-04,1198,8196,21.14,3496,136
WEL000963,2020-12-26,806,8791,34.66,2217,126
WEL000989,2020-05-24,1383,11581,25.63,3185,154
WEL002146,2022-08-08,4329,15875,9.07,2544,52
WEL002139,2021-12-25,767,10767,30.61,3092,119
WEL002177,2018-05-16,3279,8977,31.84,1505,154
WEL000172,2024-12-14,1372,1875,5.78,4079,148
WEL000141,2020-07-29,959,19142,16.89,2198,151
WEL002093,2018-09-21,3401,4894,12.61,4141,99
WEL000820,2023-05-10,438,12699,13.54,3461,59
WEL000336,2024-08-06,4799,10271,25.95,4013,58
WEL000219,2024-12-09,1125,19724,42.8,3651,176
WEL001492,2021-11-05,655,2237,35.24,3530,119
WEL001851,2019-04-10,2867,6570,50.13,1236,105
WEL001148,2023-02-21,1229,2434,14.43,3392,95
WEL001162,2023-02-09,3512,14302,34.31,2632,143
WEL001835,2020-06-05,3544,14469,40.36,4109,154
WEL000013,2022-02-07,2731,9892,30.73,2279,63
WEL000087,2019-10-28,3880,8766,14.45,4560,109
WEL000543,2020-03-21,4437,15603,12.19,2954,132
WEL000735,2022-10-21,2482,16482,7.02,1265,75
WEL000763,2022-05-16,3836,17994,24.5,1716,177
WEL002336,2021-03-06,4469,1088,47.7,4201,111
WEL002185,2024-09-09,3204,13939,15.89,4194,173
WEL001792,2018-02-14,3852,6738,28.96,3530,64
WEL002668,2024-01-12,955,18865,49.04,2769,136
WEL001904,2020-09-12,1755,13169,18.19,2476,127
WEL001411,2024-11-21,2065,6107,28.78,1990,90
WEL001711,2023-10-18,3753,19288,55.02,4901,65
WEL001069,2019-10-10,2997,18212,7.36,3113,179
WEL000256,2022-11-26,4378,4212,43.08,3972,72
WEL001602,2018-05-06,4989,9537,41.25,2165,75
WEL000568,2024-11-28,535,13312,36.66,2156,102
WEL001902,2024-10-22,2794,10464,15.2,3116,119
WEL001801,2018-02-02,1141,7511,33.39,3390,177
WEL000595,2022-10-24,2133,4513,30.36,4648,117
WEL002718,2018-05-05,4049,3378,55.26,4908,101
WEL001039,2022-05-08,2214,6404,33.06,1032,115
WEL001089,2021-06-22,4328,12950,9.11,4798,142
WEL000326,2019-04-19,955,17906,6.57,2593,65
WEL000085,2019-09-23,1994,18800,29.36,1906,152
WEL002669,2023-09-28,2978,8576,47.86,4699,68
WEL001538,2020-11-24,353,5157,31.09,4801,156
WEL000588,2021-12-21,4793,8912,6.8,3461,146
WEL000773,2019-05-24,2588,4822,17.46,1205,93
WEL001472,2022-07-13,3652,2491,5.82,4170,128
WEL000331,2019-09-20,848,5710,55.3,1873,150
WEL002771,2024-02-11,1794,9564,49.2,2236,63
WEL000297,2024-10-14,454,5291,19.72,3746,172
WEL002924,2019-11-01,1831,5982,9.03,4916,161
WEL000395,2024-06-07,2890,3645,24.49,2168,176
WEL002008,2021-08-31,790,5238,24.65,4649,104
WEL000062,2020-12-27,1956,11869,43.49,1723,76
WEL000019,2021-10-23,1005,10665,25.26,4499,158
WEL000870,2020-05-24,4624,913,51.4,3296,59
WEL002743,2018-10-09,2576,14679,42.96,4464,150
WEL000633,2023-02-28,4629,550,26.37,2555,102
WEL001022,2019-08-15,3610,8754,39.84,4144,159
WEL002208,2021-05-18,2875,8816,37.6,1717,155
WEL001306,2020-03-06,3740,10315,13.81,1098,179
WEL002394,2018-08-23,1596,7204,40.26,4292,108
WEL002204,2023-12-22,3502,11461,20.67,3917,179
WEL001622,2019-06-08,102,11459,40.55,1034,122
WEL000150,2024-01-29,4571,6305,43.83,2120,81
WEL002956,2019-06-02,3537,19838,36.23,1109,94
WEL001351,2020-12-26,3546,8029,34.75,4820,74
WEL000300,2020-11-21,2328,19736,53.93,1066,152
WEL002414,2024-09-13,382,16679,13.53,1922,80
WEL000817,2018-09-25,4028,16351,36.13,2523,110
WEL001346,2018-06-17,2393,9078,7.06,4984,132
WEL001273,2020-10-27,4619,18799,34.01,1184,127
WEL001124,2022-01-08,3386,6318,39.43,1356,80
WEL002278,2018-08-03,3743,13879,10.3,1507,91
WEL000287,2022-02-02,1266,4663,26.37,4126,171
WEL001743,2020-12-07,3168,2118,23.05,4380,113
WEL002438,2024-07-22,4238,14208,15.48,1409,64
WEL000451,2021-03-11,295,1795,57.86,4485,123
WEL001302,2020-10-10,3959,6714,52.77,3657,135
WEL002668,2019-12-15,2644,1430,15.36,1301,80
WEL000075,2023-07-12,482,10163,45.48,3609,135
WEL002422,2021-03-16,687,8278,37.49,2009,164
WEL002565,2022-05-28,3684,7909,11.2,2133,53
WEL000431,2020-04-20,3964,2737,38.14,4767,148
WEL000519,2018-11-03,4686,15207,11.75,2679,96
WEL000088,2021-04-16,180,7810,23.26,4257,81
WEL002373,2018-02-05,2560,1127,28.74,1117,56
WEL002829,2018-09-06,4681,17315,54.46,2165,166
WEL001734,2023-03-01,2473,3087,41.57,3300,114
WEL001725,2020-03-25,4164,13196,49.05,2276,74
WEL001396,2018-03-01,2285,5928,37.61,4466,53
WEL001084,2018-06-11,3435,16437,13.0,3556,170
WEL001698,2023-03-24,3667,3032,21.41,2640,158
WEL001153,2024-03-08,3375,11121,46.83,1321,60
WEL002195,2022-09-22,3195,14086,22.38,1486,82
WEL000843,2019-01-09,514,4290,20.1,3566,129
WEL001815,2018-01-06,4685,18270,48.3,2430,174
WEL000445,2022-04-08,1920,5793,58.9,3865,69
WEL002010,2018-04-12,3803,8709,13.09,2024,71
WEL000590,2024-07-31,2649,7526,16.65,2639,100
WEL002372,2021-04-14,3432,1584,50.42,4084,68
WEL002040,2018-11-16,4348,7360,46.39,3784,69
WEL000240,2020-07-05,1361,3159,24.78,2743,155
WEL000929,2022-11-26,4745,1493,20.15,3731,161
WEL000567,2021-01-15,1431,5305,49.42,1586,140
WEL000676,2023-06-03,4465,10265,35.21,3343,57
WEL000831,2021-01-16,834,6512,45.67,2612,151
WEL002788,2024-09-17,3905,1699,34.46,4705,164
WEL002205,2022-12-12,546,18062,50.66,1612,91
WEL000321,2022-03-13,341,6979,35.29,4794,144
WEL001562,2023-02-22,4107,19215,23.91,3970,170
WEL000475,2018-08-05,1180,13967,54.06,4339,73
WEL002556,2020-12-26,2752,11305,42.37,4811,59
WEL002046,2024-01-03,2933,8655,8.79,1178,176
WEL001412,2019-10-18,4709,16167,17.15,3674,164
WEL000843,2024-11-05,3065,19851,13.54,4340,66
WEL000411,2023-04-20,2022,18393,51.1,1235,92
WEL002241,2020-06-03,844,4436,56.75,4702,113
WEL001619,2021-09-01,3444,1530,33.92,4744,150
WEL001850,2018-04-12,2038,17626,10.56,4639,64
WEL002008,2022-04-07,2718,11522,26.65,1455,53
WEL000394,2018-06-05,2037,16664,32.77,1515,162
WEL001770,2022-10-31,754,6416,58.3,4209,128
WEL002520,2024-03-23,4142,3220,25.95,4521,163
WEL002022,2024-09-10,801,1846,24.57,4066,123
WEL000445,2023-01-13,1931,15607,50.49,4986,58
WEL000403,2018-06-17,1435,7297,26.9,3396,89
WEL000509,2023-09-17,1394,5902,14.56,2345,106
WEL000411,2022-12-28,3028,6972,9.58,2986,72
WEL001107,2023-06-09,385,18947,48.17,3387,74
WEL000467,2020-10-12,3823,11935,11.91,4714,73
WEL002344,2018-10-10,2152,7814,23.01,4512,155
WEL001427,2022-11-06,292,9280,15.2,1573,109
WEL002617,2019-12-22,3153,16622,23.93,4804,121
WEL001330,2018-07-12,742,17705,48.32,1431,122
WEL001687,2022-11-22,924,19103,16.01,3844,70
WEL001856,2022-11-20,2689,7372,30.72,3129,83
WEL001106,2024-07-02,1907,2924,7.44,1769,172
WEL001082,2019-08-05,641,14185,48.19,1163,143
WEL002765,2020-03-05,1376,18267,9.46,4889,140
WEL001217,2019-03-07,2169,8324,54.7,2591,171
WEL001485,2020-08-07,2161,17129,49.54,3935,92
WEL002590,2023-02-19,1178,11531,10.21,4677,174
WEL000311,2019-02-19,4859,8716,11.21,3859,85
WEL000749,2023-10-14,1276,15087,55.29,4524,56
WEL001941,2022-07-28,1209,8923,7.49,4520,147
WEL002380,2019-11-13,4810,18139,40.71,2328,152
WEL002827,2022-01-05,1524,2682,13.45,3891,113
WEL002045,2020-11-10,3207,17634,6.34,1758,167
WEL001939,2018-08-14,3726,11944,59.42,4890,98
WEL000076,2023-06-30,1501,16266,31.25,3038,88
WEL001744,2021-07-19,3191,896,34.75,1896,111
WEL001478,2023-05-28,2876,4760,55.52,1277,79
WEL000766,2018-08-04,1441,8384,58.15,3954,119
WEL000433,2020-05-05,2700,5124,28.12,1053,115
WEL000835,2019-11-25,705,16025,42.04,3309,152
WEL000121,2021-04-19,1276,3770,28.76,2184,111
WEL000395,2021-12-13,4356,1345,45.42,3764,121
WEL001461,2021-11-02,151,9248,39.64,4987,63
WEL000966,2023-07-18,575,1307,53.02,2567,172
WEL000578,2019-12-03,3171,7673,28.26,3877,145
WEL002732,2020-08-11,3755,17299,39.87,3930,158
WEL001867,2018-05-22,2887,19475,53.12,4079,91
WEL003000,2023-04-24,2895,4417,58.93,2204,111
WEL002745,2019-05-09,3621,6553,7.84,1544,63
WEL002090,2020-01-07,3879,6367,38.04,2638,121
WEL002007,2021-10-18,1076,11062,26.14,4010,179
WEL002341,2018-07-03,1071,16984,21.93,4061,140
WEL002991,2018-05-23,248,17778,45.69,4792,124
WEL002682,2019-07-14,4665,7727,20.7,1845,158
WEL001560,2023-11-23,4654,9437,31.6,1983,132
WEL002789,2018-07-31,4937,16324,19.91,2930,147
WEL001725,2024-08-26,4687,15514,40.9,1301,80
WEL001869,2021-07-27,1272,3539,42.41,1554,144
WEL001519,2018-05-21,767,5539,13.14,2339,179
WEL002217,2023-05-29,1490,11187,49.21,2958,148
WEL002983,2020-04-06,4502,9843,57.38,1947,70
WEL001902,2023-05-11,1300,5980,59.9,1499,130
WEL000936,2023-03-18,4358,18745,57.81,2921,112
WEL002965,2024-04-26,4523,9548,37.05,3791,71
WEL002166,2019-11-29,423,7610,50.02,4622,148
WEL002968,2024-11-27,3059,4983,46.1,4294,64
WEL001028,2021-06-26,3009,1434,53.14,1491,129
WEL001507,2022-10-10,2940,755,47.26,3868,166
WEL002968,2020-05-24,1570,1390,42.68,2262,91
WEL001536,2022-07-21,3231,4548,37.55,3376,105
WEL000178,2018-07-26,4421,6169,29.99,3881,111
WEL001310,2019-01-14,2411,3240,18.94,2929,147
WEL002924,2024-12-20,2495,7135,39.14,2030,152
WEL002708,2018-07-14,3708,2329,58.92,1390,141
WEL002599,2022-04-16,4245,19321,44.57,2591,137
WEL002457,2022-11-19,4294,2202,58.44,1885,76
WEL000740,2019-04-29,3987,3684,41.8,3467,70
WEL001347,2021-09-14,3459,11231,54.59,2110,67
WEL000826,2023-11-29,3289,17166,42.89,3098,114
WEL001476,2020-10-11,3321,2341,49.66,3142,81
WEL000974,2022-06-06,3673,17746,12.61,2455,157
WEL000644,2022-07-26,2010,6973,7.24,3881,84
WEL000152,2022-06-13,1255,15613,22.0,2058,164
WEL001296,2024-11-16,2338,6197,23.17,1425,137
WEL000920,2023-12-09,865,6352,10.76,4094,139
WEL000938,2020-04-04,1161,16421,19.23,2364,76
WEL001844,2024-03-27,4816,9723,44.19,1032,140
WEL001091,2019-01-30,2363,14785,34.27,2975,108
WEL000782,2023-07-02,2814,7055,17.98,2489,67
WEL000399,2019-08-03,659,9202,44.52,1111,61
WEL002728,2022-06-04,353,18818,24.75,3789,156
WEL002768,2024-12-29,2903,13895,13.57,4714,74
WEL000448,2020-11-30,1734,12949,45.53,4364,95
WEL002571,2018-12-09,1516,17891,19.08,3884,147
WEL001133,2024-08-19,2126,4751,45.37,4283,142
WEL001715,2019-12-23,3591,8651,15.25,4907,78
WEL001872,2020-10-26,3781,15003,15.97,1517,124
WEL001961,2019-05-14,1826,10597,6.41,1494,173
WEL002399,2020-10-14,573,6592,57.61,2262,77
WEL001653,2018-02-21,1699,1785,51.52,4180,107
WEL001045,2024-09-15,1797,18671,14.44,2144,68
WEL000144,2024-01-29,4784,9899,9.37,3527,152
WEL001633,2024-04-22,2514,16998,32.04,3199,115
WEL002169,2023-09-11,2324,1511,40.4,2779,50
WEL000348,2023-09-16,4706,1971,8.56,2245,102
WEL000366,2023-06-22,3661,4774,30.74,3564,55
WEL002464,2023-10-25,3549,7651,40.36,1458,117
WEL001866,2019-12-25,2453,7766,53.59,1019,163
WEL000194,2023-11-19,4537,19790,39.34,1881,104
WEL000332,2022-01-03,2213,15679,35.19,4987,142
WEL001355,2020-04-08,4015,2416,16.78,4977,70
WEL002226,2024-03-03,2106,14604,27.81,2998,84
WEL002227,2020-06-01,2808,18919,28.28,1742,121
WEL002823,2022-03-24,537,7565,17.39,1816,141
WEL002889,2021-11-19,4064,2885,16.98,1511,159
WEL002843,2019-03-02,3069,5966,14.49,4350,132
WEL002549,2019-05-14,3617,8512,16.63,3265,135
WEL001012,2022-08-16,4508,15619,7.5,2890,51
WEL001675,2019-07-21,4165,19828,41.52,2535,94
WEL000212,2018-05-18,2067,3995,53.84,2725,98
WEL002983,2018-02-03,4049,8327,21.12,3979,69
WEL002594,2020-09-14,567,16621,27.21,3339,96
WEL001049,2020-12-30,1313,8610,40.85,4955,64
WEL000329,2022-10-27,2720,3751,15.76,2578,119
WEL001537,2018-02-28,1551,7467,55.95,4093,82
WEL001105,2023-10-30,1316,10618,9.24,4308,64
WEL002850,2023-02-15,2690,16124,50.29,4943,164
WEL000434,2020-05-13,2632,14038,10.8,4659,137
WEL001031,2019-04-16,4085,9016,32.71,4565,57
WEL002745,2024-08-03,212,8590,23.89,2872,78
WEL001887,2023-09-26,401,3259,38.05,4532,92
WEL000748,2021-12-01,556,12154,38.38,2553,147
WEL002251,2023-09-28,2726,11178,11.12,1860,73
WEL002609,2019-12-22,4999,2334,33.5,1057,167
WEL000741,2022-04-11,237,18966,13.47,4328,66
WEL002476,2018-07-14,3741,7598,27.19,4351,166
WEL000118,2021-12-31,4304,6764,37.61,4599,155
WEL001357,2021-12-22,722,9865,41.42,2470,120
WEL001964,2021-01-19,1847,14618,55.77,3437,52
WEL001296,2019-08-26,2477,811,10.37,4406,138
WEL001677,2021-03-13,1594,15136,50.77,4677,168
WEL001210,2021-11-03,2824,3065,47.4,1165,165
WEL002755,2022-09-08,4728,8204,30.17,4307,157
WEL002993,2024-02-10,1460,10332,23.9,4852,146
WEL001469,2018-05-19,1687,18089,30.89,3725,172
WEL000919,2018-04-21,4363,15218,35.96,4909,101
WEL002010,2020-07-17,870,17161,46.09,3894,67
WEL002929,2024-12-14,1626,721,8.8,4835,172
WEL002115,2024-05-18,3608,9641,22.37,4296,59
WEL001722,2020-09-06,2436,17626,40.75,3737,65
WEL001738,2018-09-16,3980,11515,43.94,2274,53
WEL000195,2021-05-18,4019,3230,32.44,3461,144
WEL002338,2021-02-08,1075,7876,43.24,2876,80
WEL000419,2024-10-31,4883,6168,22.16,3491,82
WEL002516,2024-07-12,1549,13298,38.34,2598,155
WEL002579,2021-12-02,4007,9754,24.25,2980,133
WEL001814,2021-09-30,3034,10994,11.77,4272,160
WEL002807,2018-05-27,2385,11383,21.4,1646,103
WEL000648,2024-01-08,1598,5058,15.63,1826,163
WEL001606,2023-07-24,3562,815,7.59,1356,71
WEL000214,2023-11-27,3003,18559,42.98,2117,111
WEL002627,2021-12-09,2675,19381,33.5,4715,50
WEL001203,2018-11-03,805,17675,10.35,3444,55
WEL000434,2022-08-15,4030,13383,57.07,4036,159
WEL002052,2019-05-10,228,16967,58.87,4386,170
WEL002091,2018-03-04,1494,10659,52.7,1265,123
WEL000888,2018-08-20,1256,11991,59.02,2588,117
WEL001567,2022-10-22,4112,15602,56.93,2767,129
WEL000950,2021-12-17,4470,3439,34.74,1003,151
WEL000531,2020-04-16,1967,11107,16.68,4009,66
WEL002502,2024-05-31,4131,2155,41.88,1559,171
WEL001848,2018-01-25,138,12868,52.07,1020,101
WEL002243,2020-08-02,4966,11250,23.85,3967,108
WEL000566,2022-03-17,3728,7149,34.86,3568,135
WEL001207,2024-09-22,1292,3474,28.74,2883,88
WEL001086,2019-05-06,3786,2021,5.08,4763,137
WEL001585,2021-06-07,3401,11086,53.04,4447,129
WEL002442,2024-02-22,2943,3592,36.14,3906,116
WEL000867,2018-01-25,2626,9622,25.7,2225,117
WEL000855,2021-09-14,4366,937,43.16,1902,107
WEL000753,2024-04-23,2570,11573,25.83,4863,88
WEL000248,2020-01-22,2835,12994,39.39,1025,70
WEL001633,2024-02-25,4921,18245,57.42,1470,177
WEL001764,2023-01-21,3582,6453,5.08,4258,166
WEL002758,2022-08-04,1759,9015,9.49,3971,166
WEL000827,2023-11-20,3849,8577,44.97,1704,108
WEL001562,2021-02-17,284,9884,33.41,3545,93
WEL000097,2019-04-11,3666,4825,30.39,1414,135
WEL000653,2019-10-08,2441,19086,35.59,2626,169
WEL000675,2018-09-10,4749,2029,47.01,4278,62
WEL001356,2023-11-14,1580,11216,43.38,2344,120
WEL001807,2023-12-06,3556,13642,31.73,3002,160
WEL000084,2018-02-03,2171,15622,55.39,4701,84
WEL001241,2020-02-07,641,11155,58.53,1694,81
WEL002525,2018-03-16,432,6441,52.17,3755,166
WEL000529,2020-03-11,1585,11828,50.83,2782,103
WEL000480,2021-04-11,2479,12515,49.89,1201,152
WEL001794,2021-05-14,1676,10867,52.28,2338,152
WEL000899,2023-11-18,795,11491,31.5,2077,135
WEL002018,2019-11-16,3861,7929,50.69,3545,112
WEL001882,2024-12-02,2843,4192,14.89,2846,163
WEL000590,2021-10-24,2293,1649,30.02,2014,114
WEL001919,2018-09-05,598,6817,21.48,3746,91
WEL001405,2018-11-25,1002,5647,43.76,4044,98
WEL001088,2020-07-07,3157,7071,19.85,1100,77
WEL002511,2022-03-09,4822,16803,47.9,3465,149
WEL000656,2020-12-25,2613,19076,54.29,4846,175
WEL002076,2019-04-25,1063,3287,32.91,4825,173
WEL002797,2023-12-19,721,703,33.1,4948,95
WEL000735,2020-01-16,3586,14246,50.62,4135,58
WEL000819,2022-01-17,2010,10303,27.73,4143,176
WEL002355,2018-05-26,3471,1588,56.71,2056,147
WEL001570,2024-11-01,3279,6687,25.57,4978,67
WEL002999,2024-04-21,1167,19889,27.56,3524,58
WEL000867,2022-10-14,2011,14427,38.49,1898,169
WEL000419,2024-10-28,1264,17766,56.69,1515,56
WEL001136,2023-09-12,3439,8615,5.76,4172,132
WEL001745,2022-12-30,1046,6500,18.04,2045,108
WEL000965,2020-05-28,3140,17829,32.1,1460,162
WEL002751,2022-11-02,573,16173,32.48,4711,154
WEL000094,2020-01-14,4964,18049,37.12,3214,85
WEL000485,2024-05-18,1902,15041,48.52,3072,136
WEL002351,2023-01-09,3997,14135,24.78,2930,72
WEL000985,2021-08-18,2319,2165,24.7,3933,92
WEL000666,2018-10-28,1229,3982,19.07,1263,117
WEL002096,2020-09-01,792,19748,56.26,4234,62
WEL000957,2019-08-28,1971,10085,45.47,3781,111
WEL000011,2022-02-17,4825,10286,37.73,2912,61
WEL001967,2020-04-16,3761,16649,5.99,2928,168
WEL001620,2020-03-06,2991,3784,50.11,4787,157
WEL001884,2024-04-04,1725,1581,8.09,1830,150
WEL002044,2020-03-12,2092,12688,28.5,1412,62
WEL000308,2018-03-17,144,19461,21.17,4135,123
WEL002226,2022-03-25,131,12087,10.56,3985,62
WEL001167,2024-09-26,2827,7137,59.72,1393,148
WEL000588,2018-05-03,940,18667,15.01,2803,143
WEL000326,2023-04-18,1565,11120,38.3,1364,122
WEL001401,2021-10-13,4068,4056,21.05,4815,89
WEL001221,2019-07-19,1174,2814,46.02,1318,88
WEL000986,2023-09-25,3586,1528,6.67,1091,169
WEL001549,2019-03-19,1926,10758,8.04,3925,117
WEL001486,2023-03-03,1578,2961,7.63,2548,147
WEL000853,2019-06-10,4361,15893,15.48,1200,59
WEL002078,2024-03-27,1803,5235,30.73,3398,158
WEL001291,2018-12-30,4719,2794,54.82,1553,153
WEL000060,2023-09-08,2349,6973,54.65,4598,170
WEL001319,2023-03-01,1480,9512,57.95,4228,154
WEL001725,2018-12-19,351,19641,37.16,2865,171
WEL000174,2021-09-13,640,11721,31.8,2980,81
WEL002287,2024-05-05,4027,19827,36.62,4789,97
WEL002350,2022-10-21,286,15442,8.04,1226,72
WEL000007,2022-10-05,2024,9117,11.08,3654,89
WEL001278,2021-11-29,3810,3774,56.44,3321,51
WEL002329,2021-09-24,1233,7781,17.61,4562,104
WEL000402,2019-06-14,1440,14438,16.84,4656,103
WEL002964,2020-10-09,4955,10095,31.75,1094,78
WEL000370,2024-11-15,4516,3146,56.12,4035,130
WEL002769,2024-04-14,1678,17230,12.46,3551,59
WEL000156,2019-09-25,226,4503,53.3,4447,128
WEL002246,2024-03-31,3247,6866,23.61,3220,102
WEL000055,2019-06-25,2594,9793,43.89,4667,167
WEL000107,2019-08-10,1838,3078,26.68,1199,139
WEL001399,2020-12-14,440,7407,43.91,3590,83
WEL000270,2018-09-09,4346,5081,50.45,3610,146
WEL001299,2021-08-27,845,17329,13.09,3680,58
WEL002038,2020-03-17,129,12448,8.8,2678,174
WEL000165,2024-08-14,2656,2943,55.54,1444,86
WEL000008,2023-12-12,3749,16383,8.9,1733,141
WEL000147,2018-09-07,2150,6796,29.26,2049,77
WEL000735,2020-07-10,2648,14004,16.3,1970,173
WEL001656,2024-01-10,1790,18153,15.26,1601,120
WEL000654,2023-03-19,3740,5113,44.14,3202,68
WEL002256,2023-05-30,3482,6849,19.55,4066,162
WEL002241,2019-02-04,4656,11563,48.98,2831,53
WEL002560,2021-08-16,832,19825,15.19,4924,72
WEL001234,2019-10-15,1342,1494,50.95,2665,64
WEL002335,2024-08-15,3945,19799,24.9,2669,111
WEL001187,2021-11-17,2402,16460,40.83,4406,148
WEL001410,2020-09-15,4823,13331,10.4,4122,112
WEL001969,2022-03-02,1851,5690,41.26,1114,71
WEL000149,2020-02-22,392,7095,54.92,2427,125
WEL001196,2024-09-30,1864,14636,42.5,2469,146
WEL001951,2022-01-22,429,8790,35.5,4172,164
WEL000351,2020-03-04,2834,7462,23.32,3013,73
WEL000420,2019-08-10,1942,11813,37.41,3051,109
WEL000446,2023-11-28,460,9457,51.99,2663,153
WEL000744,2018-10-11,4809,10369,59.25,1592,56
WEL002570,2024-09-03,1551,16932,49.55,1085,85
WEL001005,2019-11-13,2214,803,49.95,1649,164
WEL002467,2020-08-03,2669,9595,7.34,3097,109
WEL000333,2024-06-14,1374,17226,46.0,1211,144
WEL000370,2018-12-06,3173,11859,14.63,2168,107
WEL002359,2024-01-11,4658,8879,53.73,2087,52
WEL002699,2022-03-06,1646,17270,45.42,2187,146
WEL001008,2019-01-24,1846,12540,11.57,2406,169
WEL002247,2020-09-12,3003,14743,38.32,3910,133
WEL000313,2018-01-28,4497,11893,27.81,1637,83
WEL001538,2020-03-08,1813,5536,33.0,2631,163
WEL001385,2020-09-05,4581,1627,5.48,4538,131
WEL001661,2020-02-19,4287,15083,30.94,4403,86
WEL002957,2022-01-21,3352,2335,32.22,4288,157
WEL001194,2022-07-16,4162,15238,8.23,2538,136
WEL001668,2019-05-05,1157,14107,15.05,3359,125
WEL001008,2019-06-02,858,7803,20.07,3316,117
WEL002055,2022-11-29,3856,19696,20.86,4137,103
WEL002258,2019-05-14,3875,18303,23.73,2586,109
WEL002326,2021-03-13,3208,12508,34.09,2172,103
WEL000076,2020-07-15,2389,11455,18.38,3358,73
WEL000584,2018-03-17,1676,18076,43.47,3882,160
WEL000616,2019-06-14,4650,15773,25.03,3982,96
WEL001154,2022-02-14,1377,12057,6.06,4252,76
WEL001214,2023-07-25,3123,12754,35.68,2830,97
WEL002436,2022-12-18,2243,11426,17.66,1118,165
WEL001003,2023-09-02,957,1984,9.61,3637,98
WEL001614,2023-03-30,4122,16802,14.67,3221,53
WEL000816,2022-12-28,534,6806,22.91,1049,123
WEL002951,2023-05-01,1735,14599,7.23,2530,158
WEL000202,2022-07-07,3573,13044,55.96,1797,78
WEL001290,2024-06-07,1745,15718,46.14,4746,56
WEL001136,2018-01-26,916,3165,28.49,1831,74
WEL002430,2019-06-19,4416,19296,46.15,3161,93
WEL001121,2021-06-21,2491,9270,48.12,4231,165
WEL000503,2019-07-16,4443,10759,39.62,2365,146
WEL001009,2022-05-18,912,5010,42.61,2043,75
WEL002374,2022-01-16,3472,10137,47.47,2345,156
WEL001398,2022-03-20,3888,971,22.31,1817,174
WEL002858,2020-06-05,249,19553,12.25,4820,144
WEL001536,2020-03-04,4939,4139,48.67,1004,55
WEL000178,2023-07-01,4894,16134,33.67,2766,163
WEL001021,2020-08-08,4663,5884,47.48,3669,96
WEL000288,2021-01-06,322,16291,36.32,2228,171
WEL001706,2020-04-01,4776,5830,20.37,4167,60
WEL000768,2023-01-09,4844,13460,26.1,4645,70
WEL002709,2019-05-19,240,11460,20.7,1100,157
WEL002607,2018-04-29,1504,19580,46.51,2167,91
WEL002978,2018-02-07,4179,17492,17.21,2278,134
WEL002861,2022-09-03,4278,9289,31.67,1392,118
WEL000644,2020-12-12,2464,19610,52.31,1757,75
WEL001534,2024-04-10,3502,3849,27.97,1201,50
WEL001756,2019-07-02,3886,15185,18.88,1642,162
WEL002315,2018-10-06,3019,7048,29.25,1718,93
WEL000401,2022-02-04,4973,12604,9.62,3487,118
WEL002768,2019-01-07,2396,10929,55.76,4335,94
WEL000742,2018-02-02,1397,7506,22.89,2781,169
WEL001109,2020-06-05,3312,9074,41.44,3656,61
WEL002142,2023-07-07,2613,11998,54.13,3437,120
WEL002402,2022-04-16,385,18741,18.08,2832,57
WEL002825,2022-05-02,286,17759,33.59,2566,174
WEL001089,2022-09-01,3340,9020,57.03,4589,66
WEL001948,2019-05-14,1377,3892,6.44,4029,156
WEL002258,2022-02-20,4033,12741,25.88,3630,135
WEL001633,2024-04-23,4339,16240,45.23,2251,167
WEL000018,2020-12-17,108,11707,25.3,4348,172
WEL001568,2024-07-27,1131,8782,20.12,1817,105
WEL002753,2020-04-14,3224,16480,41.71,1814,137
WEL001601,2022-03-26,2210,6896,6.03,1441,54
WEL000408,2022-04-11,4578,17192,35.24,3773,155
WEL001598,2020-08-07,803,6769,24.37,2886,109
WEL000226,2020-08-15,2050,5348,8.98,3042,174
WEL002152,2018-04-07,2949,13691,55.88,1570,83
WEL002226,2019-10-23,3771,4093,13.44,2609,88
WEL002801,2021-07-07,2157,5685,58.83,1550,87
WEL002050,2021-07-17,3031,1128,53.6,4581,154
WEL002610,2023-05-27,3608,9303,52.81,1257,155
WEL002577,2022-05-10,4738,9368,50.32,4277,178
WEL002699,2018-12-17,2480,5170,27.61,3915,112
WEL001928,2018-11-18,4138,8329,40.56,4473,164
WEL001851,2020-11-29,4109,8272,37.86,1443,164
WEL000214,2024-11-06,4711,12752,50.17,4494,79
WEL002296,2018-02-10,4066,9424,5.35,3798,145
WEL000357,2019-07-07,1843,17838,35.63,3811,116
